time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,1.0207569455892074e-08,1.7499353401379026e-05,4.984651722790582,0.03274940957008621,6.282968360889338,0.0,1.4353576916718803e-06,0.0010140457843873453,-0.5116927214526039,-0.5073927892156429,-0.01205816309032174,0.0,-152.56717377497628,-149.66076455063816,-195.93655493971445,37.19500654440235
0.12000000000000001,-0.0013936939831064009,0.005351462933908492,4.948880543338367,2.01039339432905,0.46241321236821875,0.0,-0.08260477810163488,0.2797704304808959,-0.7759555768409954,-4.039340959971065,-1.7407090169026809,0.0,452.32779461686863,-279.5227197568455,-523.5358562852958,114.35481606115256
0.18,-0.008023399732147631,0.02533711955170023,4.883197767734085,1.9570554361082113,0.3576747625922998,0.0,-0.13648934223893341,0.3873101703417573,-1.4130473727107018,-5.167045036283616,-1.844925484181302,0.0,-153.3515332485772,-113.36785167528475,-324.32431310937955,62.12737804246206
0.23999999999999996,-0.017549049071823836,0.05212584978036769,4.779444178930789,1.8432674007172345,0.2524220724437134,0.0,-0.17904271388722012,0.5067708524429335,-2.043625880149463,-6.3148897501595815,-2.0962189837677547,0.0,-166.00023725822166,-74.96609333380323,-340.55657627199395,45.93863452275675
0.3,-0.02914623125970372,0.08609889530804327,4.638523844547986,1.5563589903092092,0.13341805301767273,0.0,-0.2054921909702341,0.6271373393806786,-2.6482923749246874,-7.121768504983548,-2.367461783116961,0.0,-173.11987611130994,-74.46246134037872,-321.6124225628502,47.15619976352875
0.36000000000000004,-0.04183751636186402,0.12696627684254463,4.462571134181132,1.1503368660769908,6.280643655843841,0.0,-0.21540769982656047,0.7337884506809298,-3.2096474615496926,-7.54652156154597,-2.6288891249297,0.0,-175.49572276770581,-76.60404131474768,-290.89594456814297,46.34802650398268
0.4200000000000001,-0.0547535646251986,0.1773763949269133,4.256284477627534,0.7192997498555647,0.014257244102958033,0.0,-0.21550507423327017,0.9362663660387665,-3.6545421139376315,-7.975236175681677,-1.664724209072009,0.0,208.9637208538218,-329.6460192842909,-330.1919073151967,141.48857051828293
0.48000000000000015,-0.0676723824475489,0.23627788467722327,4.023461586018955,0.36193893939750854,6.205330605756913,0.0,-0.21292125455756838,1.01899592967033,-4.104936651379001,-8.891300571650795,-1.5010368969015913,0.0,37.43916052698403,103.91688193491147,-401.6467712748078,-165.35287647203845
0.5400000000000001,-0.08640616235086102,0.29970538245722905,3.7749053089362037,3.8252128820331226,5.144650944422198,0.0,-0.35368388979990595,1.008280524083993,-4.189949457785655,-13.83614433933236,-7.206535672235023,0.0,655.9689604662885,-27.150978315143107,-693.8356759127801,-92.34202991965704
0.6000000000000002,-0.09572678912614828,0.35755227589743377,3.5019342555108395,3.7508444279531368,4.721824449003925,0.0,0.05134709496986464,0.9355016285002983,-4.89025578470184,-16.017716426143977,-7.516281748797075,0.0,288.439228394834,-92.24885015314942,-613.5063486672425,91.68272555039046
0.6600000000000003,-0.07264641644204085,0.4144352033117911,3.1898986317904785,5.22946417007023,4.45168268675744,0.0,0.7160723197051099,0.9780096998780284,-5.517541769108176,-19.874184802422942,-8.620661547347307,0.0,387.9457388197908,95.66597373080816,-761.7819390487473,-36.242766055009014
0.7200000000000003,-0.010698758429448743,0.4776361850018193,2.83659648619488,5.444087234712519,3.9357860563560987,0.0,1.3218276884571152,1.1484334748912939,-6.297723636199542,-22.806823233783113,-8.79306886902386,0.0,321.8352485812281,132.8470061475286,-802.3194377622513,-8.797473848301337
0.7800000000000004,0.07984242691757931,0.5571886066762752,2.434250626539875,4.237115092207489,3.4579696264068183,0.0,1.6678473315346587,1.5640891818524658,-7.062095421218469,-23.843093506003044,-8.30707820025124,0.0,253.51910454803127,165.18752235249798,-774.872143950581,-2.3492102258189576
0.8400000000000004,0.18313845863261768,0.6616625016023023,1.9987395699420185,3.1533956707999486,3.0055759442263543,0.0,1.7448593457395243,1.8638413457124081,-7.416240369115658,-22.49067698991835,-7.8415530861361065,0.0,228.48290367873983,146.59307440124607,-657.3187068256819,-2.781945860858258
0.9000000000000005,0.2869366285856822,0.7735670331535298,1.5403349960291497,2.737910718737888,2.562906410558009,0.0,1.7078010747507002,1.8602825473261257,-7.869859322110725,-20.224133039613612,-7.491514609158272,0.0,216.17302356812286,119.03772351097693,-539.9638041234552,2.196432338820003
0.9600000000000005,0.38841440103661784,0.8844100708768962,1.0524022892289713,2.369145078619786,2.148377699846069,0.0,1.6663992926285822,1.829614757930321,-8.387465886750359,-18.064415457598077,-7.092469689894816,0.0,188.5582513693451,109.299102678687,-459.17490596336677,14.62624404971957
1.0200000000000005,0.48645101641099625,0.9931194924732889,0.533851794085934,2.006088982615953,1.7671516532538263,0.0,1.5881904347188485,1.7928772310317074,-8.89430623009689,-16.0684246136777,-6.636098693240429,0.0,158.7417437850575,107.65142674380358,-385.0287931927158,25.491162085042706
1.0800000000000005,0.578893910246163,1.100379017149709,0.0,1.660166333232131,1.4166543730605685,0.0,1.488004997016547,1.787515542293691,-9.390374336397038,-14.220191747535994,-6.160548660457994,0.0,133.40035089043963,107.82341965624825,-312.778856596602,35.29615661306623
